theta,V_unperturbed,V_perturbed_lora_sin
1.3433213389347336,-3.671853,-2.599191
1.3559002884986566,-3.5455637,-2.514457
1.3684792380625797,-3.4187443,-2.426483
1.3810581876265027,-3.2914155,-2.3350303
1.3936371371904257,-3.1636019,-2.2398858
1.4062160867543487,-3.035326,-2.1408675
1.4187950363182718,-2.906611,-2.0378294
1.4313739858821948,-2.777478,-1.9306724
1.4439529354461178,-2.6479502,-1.819351
1.4565318850100408,-2.5180495,-1.7038822
1.4691108345739639,-2.3877983,-1.5843573
1.4816897841378878,-2.2572165,-1.4609472
1.4942687337018108,-2.1263258,-1.3339105
1.5068476832657338,-1.9951462,-1.203596
1.5194266328296568,-1.8636992,-1.0704412
1.5320055823935799,-1.7320037,-0.9349561
1.544584531957503,-1.6000781,-0.79770315
1.557163481521426,-1.467943,-0.65926385
1.569742431085349,-1.3356158,-0.5201849
1.582321380649272,-1.2031131,-0.38091946
1.594900330213195,-1.0704535,-0.2417649
1.607479279777118,-0.9376528,-0.10279918
1.620058229341041,-0.80472827,0.036157846
1.632637178904964,-0.6716941,0.17556018
1.645216128468888,-0.53856456,0.3160985
1.657795078032811,-0.4053551,0.45862997
1.670374027596734,-0.27207935,0.6040787
1.682952977160657,-0.13874924,0.75331837
1.69553192672458,-0.0053783134,0.9070729
1.708110876288503,0.12802225,1.0658443
1.7206898258524261,0.26144135,1.2298801
1.7332687754163492,0.39486766,1.3991835
1.7458477249802722,0.52829117,1.5735487
1.7584266745441952,0.66170216,1.7526164
1.7710056241081182,0.7950915,1.9359341
1.7835845736720413,0.92845,2.1230035
1.7961635232359643,1.061769,2.3133254
1.8087424727998882,1.1950411,2.5064273
1.8213214223638112,1.3282565,2.7018685
1.8339003719277343,1.4614078,2.8992505
1.8464793214916573,1.5944868,3.0982046
1.8590582710555803,1.7274854,3.2983785
1.8716372206195033,1.8603941,3.4994173
1.8842161701834264,1.993206,3.700947
1.8967951197473494,2.12591,3.902547
1.9093740693112724,2.258497,4.1037407
1.9219530188751954,2.3909552,4.3039722
1.9345319684391185,2.5232744,4.5026016
1.9471109180030415,2.6554403,4.698899
1.9596898675669654,2.7874393,4.8920503
1.9722688171308884,2.9192567,5.081165
1.9848477666948114,3.0508745,5.265307
1.9974267162587345,3.1822755,5.4435186
2.0100056658226575,3.313439,5.6148553
2.0225846153865805,3.4443417,5.778431
2.0351635649505035,3.5749614,5.933452
2.0477425145144266,3.705271,6.079255
2.0603214640783496,3.8352432,6.2153335
2.0729004136422726,3.964848,6.3413544
2.0854793632061956,4.094053,6.4571695
2.0980583127701187,4.2228246,6.5628085
2.1106372623340417,4.3511267,6.658472
2.1232162118979656,4.4789224,6.7445116
2.1357951614618886,4.606171,6.821406
2.1483741110258117,4.7328334,6.889744
2.1609530605897347,4.858866,6.9501953
2.1735320101536577,4.9842267,7.0034857
2.1861109597175807,5.108871,7.050386
2.1986899092815038,5.2327533,7.0916862
2.211268858845427,5.3558292,7.128185
2.22384780840935,5.4780517,7.1606793
2.236426757973273,5.5993752,7.1899505
2.249005707537196,5.7197537,7.2167635
2.261584657101119,5.8391423,7.2418528
2.274163606665042,5.957496,7.2659264
2.286742556228966,6.07477,7.289654
2.299321505792889,6.1909204,7.313666
2.311900455356812,6.305907,7.338551
