theta,V_unperturbed,V_perturbed_lora_poly
2.9660058326808127,10.089999,3.9123836
2.9785847822447358,10.115699,4.0002203
2.991163731808659,10.139541,4.082115
3.003742681372582,10.161517,4.157234
3.016321630936505,10.181628,4.2247906
3.028900580500428,10.199865,4.284067
3.041479530064351,10.216229,4.3344417
3.054058479628274,10.230714,4.375408
3.066637429192197,10.243316,4.4065876
3.07921637875612,10.254032,4.4277334
3.091795328320044,10.262858,4.4387293
3.104374277883967,10.26979,4.439579
3.11695322744789,10.274828,4.4304075
3.129532177011813,10.277966,4.411434
3.142111126575736,10.279202,4.3829584
3.154690076139659,10.278533,4.3453536
3.167269025703582,10.275958,4.2990456
3.179847975267505,10.271472,4.2444997
3.192426924831428,10.265073,4.182206
3.205005874395351,10.256758,4.112673
3.217584823959274,10.246527,4.0364137
3.230163773523197,10.234374,3.9539337
3.24274272308712,10.220299,3.8657367
3.255321672651044,10.204297,3.772307
3.267900622214967,10.186368,3.6741114
3.28047957177889,10.166507,3.5715919
3.293058521342813,10.144712,3.4651656
3.305637470906736,10.12098,3.3552227
3.3182164204706592,10.09531,3.2421246
3.3307953700345823,10.067698,3.126205
3.3433743195985053,10.038139,3.0077682
3.3559532691624283,10.006633,2.8870852
3.3685322187263513,9.973176,2.764407
3.3811111682902744,9.937766,2.6399527
3.3936901178541974,9.900401,2.5139132
3.4062690674181204,9.861079,2.3864589
3.4188480169820443,9.819797,2.2577348
3.4314269665459673,9.776553,2.1278675
3.4440059161098904,9.731349,1.9969575
3.4565848656738134,9.68418,1.8650962
3.4691638152377364,9.635051,1.7323498
3.4817427648016595,9.583959,1.5987759
3.4943217143655825,9.530907,1.464416
3.5069006639295055,9.475898,1.329299
3.5194796134934285,9.418934,1.1934471
3.5320585630573516,9.360021,1.056877
3.5446375126212746,9.299163,0.91958916
3.5572164621851976,9.236369,0.78158516
3.5697954117491215,9.171648,0.64286184
3.5823743613130445,9.105009,0.50341207
3.5949533108769676,9.036464,0.36322314
3.6075322604408906,8.966026,0.22228688
3.6201112100048136,8.893711,0.08058688
3.6326901595687366,8.819536,-0.061883748
3.6452691091326597,8.743519,-0.20514196
3.6578480586965827,8.665683,-0.3491918
3.6704270082605057,8.586049,-0.49404502
3.6830059578244287,8.504642,-0.63970685
3.6955849073883518,8.421491,-0.7861794
3.708163856952275,8.336621,-0.9334627
3.720742806516198,8.250064,-1.0815594
3.7333217560801217,8.161853,-1.230459
3.7459007056440448,8.07202,-1.3801548
3.758479655207968,7.980601,-1.5306349
3.771058604771891,7.887631,-1.6818833
3.783637554335814,7.7931485,-1.8338804
3.796216503899737,7.697193,-1.9866077
3.80879545346366,7.5998006,-2.1400373
3.821374403027583,7.5010114,-2.294144
3.833953352591506,7.400864,-2.4488935
3.846532302155429,7.2994003,-2.6042547
3.859111251719352,7.1966577,-2.7601914
3.871690201283275,7.0926743,-2.9166656
3.884269150847198,6.987491,-3.0736322
3.896848100411122,6.881142,-3.2310543
3.909427049975045,6.773667,-3.388886
3.922005999538968,6.6650977,-3.5470822
3.93458494910289,6.555471,-3.7055945
3.947163898666814,6.444819,-3.8643763
3.959742848230736,6.3331723,-4.0233793
3.97232179779466,6.2205625,-4.182553
3.984900747358584,6.107017,-4.34185
3.997479696922506,5.9925637,-4.501219
4.01005864648643,5.8772273,-4.6606126
4.022637596050352,5.7610335,-4.8199816
4.035216545614276,5.644005,-4.9792776
4.047795495178198,5.5261617,-5.1384554
4.060374444742122,5.4075274,-5.297467
4.072953394306044,5.2881207,-5.456268
4.085532343869968,5.16796,-5.614814
4.09811129343389,5.0470643,-5.773064
4.110690242997814,4.925449,-5.930981
4.123269192561736,4.8031325,-6.0885234
4.13584814212566,4.68013,-6.245656
4.148427091689584,4.5564575,-6.4023457
4.161006041253506,4.4321294,-6.5585594
4.17358499081743,4.307162,-6.7142677
4.186163940381352,4.1815696,-6.8694463
