theta,delta_V_true,delta_V_dvnet,delta_V_lora
2.3434864750032958,-0.8251041148400626,0.25264853,0.25264853
2.356078028725099,-0.8834879204338777,0.17388743,0.17388743
2.368669582446902,-0.9365090372302441,0.09936541,0.09936541
2.381261136168705,-0.9838263304007678,0.029407203,0.029407203
2.3938526898905073,-1.0251353631915425,-0.035732567,-0.035732567
2.4064442436123104,-1.060170355651798,-0.09585458,-0.09585458
2.4190357973341126,-1.0887058946468606,-0.15082818,-0.15082818
2.4316273510559157,-1.1105583841533686,-0.20057708,-0.20057708
2.4442189047777187,-1.1255872265055549,-0.24508363,-0.24508363
2.456810458499522,-1.1336957269925847,-0.28437597,-0.28437597
2.469402012221324,-1.134831715986783,-0.31851846,-0.31851846
2.4819935659431263,-1.128987884600032,-0.34761792,-0.34761792
2.4945851196649294,-1.1162018317087357,-0.3717993,-0.3717993
2.5071766733867324,-1.0965558220448055,-0.39120752,-0.39120752
2.5197682271085355,-1.0701762569090876,-0.40599805,-0.40599805
2.5323597808303377,-1.037232860912634,-0.4163292,-0.4163292
2.544951334552141,-0.9979375899782698,-0.4223593,-0.4223593
2.557542888273943,-0.9525432676283394,-0.4242409,-0.4242409
2.570134441995746,-0.9013419583326286,-0.42212373,-0.42212373
2.5827259957175492,-0.8446630883823185,-0.41614896,-0.41614896
2.5953175494393523,-0.7828713263800731,-0.40644532,-0.40644532
2.6079091031611545,-0.7163642369831636,-0.3931406,-0.3931406
2.6205006568829567,-0.6455697229952082,-0.37635785,-0.37635785
2.63309221060476,-0.5709432722640607,-0.35622102,-0.35622102
2.645683764326563,-0.4929650270990879,-0.33285505,-0.33285505
2.658275318048366,-0.4121366950630592,-0.30640012,-0.30640012
2.6708668717701682,-0.3289783210144117,-0.27699643,-0.27699643
2.6834584254919713,-0.24402494116841392,-0.24481279,-0.24481279
2.6960499792137735,-0.15782314070484238,-0.21003133,-0.21003133
2.7086415329355766,-0.07092753707019035,-0.17286378,-0.17286378
2.7212330866573797,0.01610278839917611,-0.13354856,-0.13354856
2.733824640379183,0.10270788757431559,-0.09236032,-0.09236032
2.746416194100985,0.18833054820791437,-0.049609005,-0.049609005
2.759007747822788,0.27241987900597164,-0.005645573,-0.005645573
2.7715993015445903,0.35443485403079267,0.039142787,0.039142787
2.7841908552663934,0.4338477936309333,0.08432692,0.08432692
2.7967824089881965,0.5101477595018148,0.12945098,0.12945098
2.8093739627099996,0.5828438420335136,0.17402476,0.17402476
2.821965516431802,0.6514683187950854,0.21755618,0.21755618
2.834557070153604,0.7155796638338907,0.25954264,0.25954264
2.847148623875407,0.7747653884282814,0.2995016,0.2995016
2.85974017759721,0.828644695016394,0.33698195,0.33698195
2.8723317313190133,0.8768709272258763,0.37156218,0.37156218
2.8849232850408155,0.9191338002411067,0.4028818,0.4028818
2.8975148387626186,0.9551613971579477,0.4306404,0.4306404
2.910106392484421,0.9847219184815098,0.45459956,0.45459956
2.922697946206224,1.0076251735108401,0.4745924,0.4745924
2.935289499928027,1.0237238040149876,0.4905302,0.4905302
2.94788105364983,1.0329142323274243,0.5023901,0.5023901
2.9604726073716323,1.03513732775882,0.51023597,0.51023597
2.9730641610934354,1.0303787870405097,0.5142004,0.5142004
2.9856557148152376,1.0186692263509043,0.5144989,0.5144989
2.9982472685370407,1.0000839843327503,0.5114166,0.5114166
3.010838822258844,0.9747426373686207,0.50532645,0.50532645
3.023430375980646,0.942808230233323,0.49665946,0.49665946
3.036021929702449,0.9044862270731447,0.48592204,0.48592204
3.0486134834242513,0.8600231894613201,0.47366065,0.47366065
3.0612050371460544,0.8097051900349745,0.46045512,0.46045512
3.0737965908678575,0.7538559719201858,0.44689864,0.44689864
3.0863881445896606,0.6928348657872312,0.43357486,0.43357486
3.098979698311463,0.6270344779376621,0.42102355,0.42102355
3.111571252033266,0.5568781642978184,0.4097225,0.4097225
3.124162805755068,0.48281730657108,0.40006846,0.40006846
3.136754359476871,0.4053284080738113,0.3923456,0.3923456
