theta,V_unperturbed
7.796322465227281,-1.9294566
7.808901414791203,-1.7978824
7.821480364355127,-1.6660694
7.834059313919049,-1.5340371
7.846638263482973,-1.4018035
7.859217213046897,-1.2693859
7.871796162610819,-1.136803
7.884375112174743,-1.0040704
7.896954061738665,-0.87120605
7.909533011302589,-0.7382237
7.922111960866511,-0.60514015
7.934690910430435,-0.4719693
7.947269859994357,-0.33872402
7.959848809558281,-0.20541966
7.972427759122203,-0.07206745
7.985006708686127,0.06131994
7.997585658250051,0.1947316
8.010164607813973,0.32815516
8.022743557377897,0.46158212
8.035322506941819,0.59500057
8.047901456505743,0.72840184
8.060480406069665,0.86177695
8.073059355633589,0.9951173
8.085638305197511,1.1284132
8.098217254761435,1.2616583
8.110796204325357,1.3948431
8.123375153889281,1.527959
8.135954103453203,1.6609939
8.148533053017127,1.7939487
8.161112002581051,1.9268107
8.173690952144973,2.0595698
8.186269901708897,2.1922166
8.19884885127282,2.324741
8.211427800836743,2.4571314
8.224006750400665,2.589376
8.23658569996459,2.7214603
8.249164649528511,2.8533704
8.261743599092435,2.9850905
8.274322548656357,3.1166027
8.286901498220281,3.2478876
8.299480447784203,3.378924
8.312059397348127,3.509688
8.324638346912051,3.6401565
8.337217296475973,3.7703009
8.349796246039897,3.9000936
8.36237519560382,4.029503
8.374954145167743,4.1584954
8.387533094731666,4.2870374
8.40011204429559,4.4150906
8.412690993859512,4.542618
8.425269943423435,4.669579
8.437848892987358,4.795932
8.450427842551282,4.921634
8.463006792115204,5.046643
8.475585741679128,5.1709123
8.488164691243052,5.294397
